,x
33522_at,0.189123797
33523_at,0.001645057
33524_at,0.416896519
33525_at,-0.099450214
33526_at,0.167684064
33527_at,-0.048739504
33528_at,0.185978045
33529_at,0.047173074
33530_at,0.054243882
33531_at,0.042238541
33532_at,-0.091077289
33533_at,0.063353332
33534_at,-0.2642506
33535_at,0.199953996
33536_at,0.200363474
33537_at,0.125956874
33538_at,-0.290349391
33539_at,0.145885426
33540_at,0.317134877
33541_s_at,-0.01071597
33542_at,0.338102799
33543_s_at,-0.02866647
33544_at,0.085883722
33545_at,0.067830735
33546_at,0.1673006
33547_i_at,-0.034818376
33548_f_at,0.023591248
33549_at,0.189284988
33550_at,0.16623039
33551_s_at,-0.023121119
33552_at,0.132023422
33553_r_at,-0.005327463
33554_at,0.161539034
33555_at,0.055571653
33556_at,-0.065820663
33557_at,0.175330038
33558_at,0.189366909
33559_at,0.055147812
33560_at,-0.077699387
33561_at,0.312788103
33562_g_at,0.072199554
33563_s_at,-0.049965078
33564_at,0.162782951
33565_at,0.178749069
33566_at,0.067311379
33567_at,0.044953358
33568_at,0.027636836
33569_at,0.005934817
33570_at,0.091451521
33571_at,0.178868182
33572_at,-0.307639449
33573_at,0.057793416
33574_at,0.102439242
33575_at,0.177108589
33576_at,-0.111015895
33577_at,0.036615101
33578_at,0.059273574
33579_i_at,0.114853648
33580_r_at,0.091844679
33581_at,0.109466448
33582_s_at,-0.119811109
33583_r_at,-0.037607261
33584_at,0.145066279
33585_at,-0.001632679
33586_at,0.116504804
33587_f_at,0.058845411
33588_at,0.330949559
33589_at,0.060058047
33590_at,-0.009936211
33591_at,0.043404945
33592_at,0.043386375
33593_at,0.113864276
33594_at,0.178769221
33595_r_at,-0.039289388
33596_at,0.119662529
33597_at,-0.100337349
33598_r_at,0.04163464
33599_at,0.089268798
336_at,0.403805561
33600_at,-0.037595596
33601_at,0.087474958
33602_at,0.106003306
33603_at,-0.046266977
33604_at,0.049652301
33605_at,-0.063751866
33606_g_at,0.009393006
33607_at,0.126054648
33608_at,0.185839378
33609_at,0.033001694
33610_at,-0.054099963
33611_g_at,0.224438772
33612_at,-0.092170323
33613_at,0.102230648
33614_at,0.152123526
33615_at,0.083332192
33616_at,-0.077239874
33617_s_at,0.1532753
33618_at,0.045612186
33619_at,0.204158025
33620_at,0.175262452
33621_at,0.039462848
33622_at,0.095726652
33623_g_at,0.097495227
33624_at,0.155705945
33625_g_at,0.070967457
33626_at,0.18916899
33627_at,-0.074530589
33628_g_at,-0.165680749
33629_at,0.000388741
33630_s_at,0.151438482
33631_at,0.243569064
33632_g_at,0.21456762
33633_at,0.030881788
33634_at,0.055220762
33635_at,-0.156931663
33636_at,0.11757181
33637_g_at,0.629863077
33638_at,-0.142654852
33639_g_at,-0.00996939
33640_at,0.10652784
33641_g_at,-0.141872971
33642_s_at,-0.327577606
33643_at,-0.007150932
33644_at,0.244497917
33645_at,0.036493665
33646_g_at,-0.394803144
33647_s_at,-0.122936235
33648_at,0.105222452
33649_at,-0.005619911
33650_at,0.134615813
33651_at,0.091199486
33652_at,0.225020667
33653_at,0.000950371
33654_at,0.969397285
33655_f_at,1.378328844
33656_at,0.240660252
33657_at,0.336348061
33658_at,0.46409882
33659_at,-0.202913798
33660_at,0.106533395
33661_at,0.344985334
33662_at,-0.121271975
33663_at,0.287618984
33664_g_at,0.436996903
33665_s_at,0.025354799
33666_at,0.249573173
33667_at,0.046557778
33668_at,0.123300707
33669_at,0.355247512
33670_at,0.062054367
33671_f_at,0.999397988
33672_f_at,-0.175238924
33673_r_at,0.212684228
33674_at,-0.095300508
33675_at,-0.054005745
33676_at,0.172231402
33677_at,0.300461368
33678_i_at,-0.345372901
33679_f_at,-0.254000992
33680_f_at,0.895062978
33681_at,-0.080786571
33682_at,0.098395501
33683_at,-0.228692373
33684_at,0.218466165
33685_at,0.014664349
33686_at,0.055613708
33687_at,0.205754669
33688_at,-0.037820725
33689_s_at,0.058238455
33690_at,-0.159839577
33691_at,0.088544815
33692_at,0.167807651
33693_at,0.255582783
33694_at,0.122766
33695_at,0.220921246
33696_at,0.199284208
33697_at,0.218928124
33698_at,-0.051169919
33699_at,-0.230584726
337_at,0.22583327
33700_at,-0.711203204
33701_at,-0.638630312
33702_f_at,-0.663073349
33703_f_at,-0.44849229
33704_at,0.190133894
33705_at,-1.208456691
33706_at,-0.003219365
33707_at,0.164967215
33708_at,0.206892486
33709_at,0.033295999
33710_at,-0.128551923
33711_at,-0.025008616
33712_at,0.12753448
33713_at,0.100354181
33714_at,0.098767217
33715_r_at,0.493656338
33716_at,-0.295256864
33717_at,0.302755126
33718_at,-0.119785781
33719_at,0.031651604
33720_at,0.532267701
33721_at,-1.202972131
33722_at,-0.100114726
33723_at,-0.040540416
33724_at,0.040146637
33725_at,0.154980783
33726_at,0.65090067
33727_r_at,-0.064147596
33728_at,0.145100327
33729_at,0.350586684
33730_at,-0.824596151
33731_at,0.051354675
33732_at,0.022072446
33733_at,-0.199726549
33734_at,0.154285912
33735_at,0.208416579
33736_at,0.020370175
33737_f_at,0.004496875
33738_r_at,0.049693442
33739_at,-0.015357381
33740_at,-0.046828644
33741_at,0.031339228
33742_f_at,-0.167271383
33743_at,0.262502892
33744_at,0.028288344
33745_at,0.100351105
33746_at,0.500647342
33747_s_at,0.234879389
33748_at,-0.101378454
33749_at,-0.042473082
33750_at,-0.046665063
33751_at,-0.001818866
33752_at,-0.065090225
33753_at,-0.336666414
33754_at,0.173156728
33755_at,0.127713376
33756_at,0.059118586
33757_f_at,-0.022231495
33758_f_at,-0.198537714
33759_at,0.135209057
33760_at,0.24686239
33761_s_at,-0.334943945
33762_r_at,0.017840633
33763_at,-0.123101225
33764_at,-0.02205814
33765_at,0.103087298
33766_at,-0.001387905
33767_at,0.774913914
33768_at,0.055669524
33769_at,-0.396932775
33770_at,0.190225342
33771_at,0.025799766
33772_at,0.00750103
33773_at,0.334528804
33774_at,-0.184276627
33775_s_at,-0.021277289
33776_at,0.37712999
33777_at,0.139892949
33778_at,-0.083451565
33779_at,-0.14221515
33780_at,-0.082681219
33781_s_at,0.300733708
33782_r_at,0.192370665
33783_at,-0.172236556
33784_at,0.05653787
33785_at,-0.036634428
33786_r_at,-0.039774909
33787_at,-0.243377268
33788_at,-0.025865921
33789_at,0.28825097
33790_at,0.013726253
33791_at,0.771329868
33792_at,-0.062053801
33793_at,0.046938738
33794_g_at,-0.07431717
33795_at,-0.072446778
33796_at,0.875164433
33797_at,0.418462258
33798_at,0.005248156
33799_at,0.162012327
338_at,0.039944107
33800_at,-0.889975097
33801_at,-0.075988153
33802_at,-0.284321924
33803_at,0.039340964
33804_at,0.109682938
33805_at,0.273744082
33806_at,0.151790003
33807_at,-0.054323492
33808_at,-0.020944275
33809_at,-1.392856991
33810_at,-0.36634077
33811_at,0.14747816
33812_at,-0.060712414
33813_at,0.372835266
33814_at,-0.170543919
33815_at,0.26799749
33816_at,-0.136349382
33817_at,0.036920528
33818_at,-0.170213451
33819_at,0.005873865
33820_g_at,0.093463749
33821_at,0.095656196
33822_at,-0.362685126
33823_at,-0.493761547
33824_at,-0.722487252
33825_at,-0.742002612
33826_at,0.465566466
33827_at,0.116340419
33828_at,-0.086272773
33829_at,0.035397573
33830_at,-0.02838547
33831_at,0.115624681
33832_at,0.095059273
33833_at,-1.01777463
33834_at,-0.159054098
33835_at,-0.216725649
33836_at,-0.476116341
33837_at,0.332583857
33838_at,0.145532212
33839_at,-0.217930549
33840_at,-0.237381168
33841_at,-0.16364394
33842_at,0.150493982
33843_g_at,0.165753046
33844_at,0.099016356
33845_at,0.330157898
33846_at,0.0342429
33847_s_at,-1.054489468
33848_r_at,-0.186365723
33849_at,-0.154446
33850_at,0.122014117
33851_at,-0.024673498
33852_at,-0.106054313
33853_s_at,0.011451256
33854_at,-0.272081488
33855_at,0.092553438
33856_at,-0.402443149
33857_at,0.14526502
33858_at,0.061462848
33859_at,0.145860805
33860_at,0.477788311
33861_at,0.046749185
33862_at,-0.634069172
33863_at,-0.298908139
33864_at,-0.286654323
33865_at,-0.458576679
33866_at,-1.387571411
33867_s_at,-1.672608623
33868_at,-0.157907992
33869_at,0.268966772
33870_at,-0.115491013
33871_s_at,-0.100540993
33872_at,0.01281575
33873_at,0.011395375
33874_at,0.184390554
33875_at,-0.000669326
33876_at,-2.290932217
33877_s_at,0.147391813
33878_at,-0.131202862
33879_at,-0.339224716
33880_at,-0.377264693
33881_at,-0.216121317
33882_at,-0.128755098
33883_at,-0.259185811
33884_s_at,0.148400254
33885_at,0.088649957
33886_at,-0.004796084
33887_at,-0.054932839
33888_at,-0.258978062
33889_s_at,0.065948209
33890_at,-0.439371474
33891_at,-0.454229787
33892_at,-0.309043966
33893_r_at,0.020881447
33894_at,0.165571847
33895_at,-0.473866063
33896_at,-0.085417296
33897_at,0.162469052
33898_at,0.083893793
33899_at,-0.125304877
339_at,0.688805694
33900_at,-0.183021012
33901_at,0.094544468
33902_at,0.208718548
33903_at,-0.018146149
33904_at,-1.04453755
33905_at,-0.126670834
33906_at,0.506444419
33907_at,-0.195002018
33908_at,-0.023648811
33909_at,-0.335783436
33910_at,-0.17670532
33911_at,-0.122626444
33912_at,0.178476154
33913_at,-0.097850311
33914_r_at,0.696032826
33915_at,0.021318784
33916_at,-0.20354497
33917_at,-0.049352933
33918_s_at,-0.094343661
33919_at,-0.378836053
33920_at,0.246363137
33921_at,-0.0773291
33922_at,0.187274676
33923_s_at,0.216577554
33924_at,-0.160741412
33925_at,-0.062947716
33926_at,-0.194102477
33927_i_at,0.088381158
33928_r_at,-0.137387287
33929_at,-0.473491004
33930_at,0.03326485
33931_at,0.308020743
33932_at,0.017332568
33933_at,-0.124852972
33934_at,0.198376734
33935_at,0.185675373
33936_at,-0.046835109
33937_at,0.038489912
33938_g_at,-0.107298679
33939_at,0.02491995
33940_at,0.076762738
33941_at,0.026483138
33942_s_at,-0.83929862
33943_at,-0.158255953
33944_at,-0.164191378
33945_at,0.161867904
33946_at,0.072802766
33947_at,0.072620954
33948_at,0.07209592
33949_at,0.219276081
33950_g_at,0.105838898
33951_at,0.135150648
33952_at,0.105066836
33953_at,0.036738037
33954_at,-0.015843403
33955_at,0.153404548
33956_at,-0.374505118
33957_at,0.154559013
33958_at,0.008763615
33959_at,0.261685779
33960_s_at,0.038961082
33961_at,0.037717724
33962_at,0.012766189
33963_at,-0.019717006
33964_at,0.031530421
33965_at,0.100323099
33966_at,0.094212921
33967_at,0.031591668
33968_at,0.233048667
33969_at,0.17582259
33970_at,1.619488195
33971_f_at,0.074998204
33972_r_at,0.210038662
33973_at,0.014178792
33974_at,0.142325282
33975_at,0.281724645
33976_at,0.11451399
33977_at,-0.098096168
33978_at,-0.0690495
33979_at,0.057332723
33980_at,0.15949262
33981_at,-0.021162781
33982_f_at,-0.222452509
33983_at,0.204240986
33984_at,0.051334484
33985_s_at,0.217836938
33986_r_at,0.141000492
33987_at,0.184017826
33988_at,-0.165520748
33989_f_at,-0.424559869
33990_at,-0.082776171
33991_g_at,-2.55415585
33992_at,-2.51305161
33993_at,0.046445165
33994_g_at,-0.134860951
33995_at,0.087094717
33996_at,0.116828398
33997_at,0.26453424
33998_at,-2.218007295
33999_f_at,0.050588083
340_at,-0.395882598
34000_r_at,0.029948873
34001_at,0.4330665
34002_at,0.138631852
34003_at,-0.152561839
34004_at,0.15772709
34005_at,0.129534055
34006_s_at,0.014673889
34007_at,0.166564252
34008_at,0.174277857
34009_at,0.618622129
34010_at,0.193600073
34011_at,-0.123009812
34012_at,0.235127496
34013_f_at,0.058497665
34014_f_at,0.121376322
34015_at,-0.289962877
34016_s_at,-0.406336714
34017_s_at,-0.274842287
34018_at,0.187485555
34019_at,0.013819651
34020_at,0.114364189
34021_at,0.026678051
34022_at,0.062986722
34023_at,0.246192871
34024_at,-0.042335145
34025_at,0.060333648
34026_at,0.206541688
34027_f_at,0.294997987
34028_at,-0.172385052
34029_at,0.084904333
34030_at,0.058549911
34031_i_at,0.300747344
34032_at,0.209166979
34033_s_at,-0.031230757
34034_at,0.343129734
34035_at,0.196567462
34036_at,0.458439861
34037_at,0.087678832
34038_at,0.213197889
34039_at,0.13209315
34040_s_at,0.26965486
34041_at,0.106347832
34042_at,0.122807132
34043_at,0.037783639
34044_at,0.091113901
34045_at,0.028065302
34046_at,0.010150877
34047_at,0.125337098
34048_at,0.141636284
34049_at,0.150205216
34050_at,0.096896892
34051_at,0.19662892
34052_at,0.34990532
34053_at,0.36406336
34054_at,-0.047893177
34055_at,0.294617391
34056_g_at,-0.00171383
34057_at,0.203782744
34058_at,0.063310601
34059_at,-0.135900542
34060_g_at,0.011218525
34061_at,0.047251724
34062_at,0.16109862
34063_at,-0.039893693
34064_s_at,0.064044202
34065_at,0.255226333
34066_at,-0.006635716
34067_at,0.061030043
34068_f_at,1.138185631
34069_s_at,0.024444407
34070_s_at,-0.043326384
34071_at,0.070237322
34072_s_at,0.136092592
34073_s_at,0.147814024
34074_s_at,0.191400458
34075_at,0.041274539
34076_at,0.165436778
34077_at,0.160919804
34078_s_at,0.105660095
34079_at,0.0466972
34080_at,0.080908384
34081_at,0.070723899
34082_at,0.019223391
34083_at,0.321088836
34084_at,-0.174702686
34085_at,0.198879681
34086_at,0.157432361
34087_at,0.051507944
34088_at,0.064982218
34089_at,-0.036142062
34090_at,0.120153091
34091_s_at,-0.638915437
34092_at,-0.000317134
34093_at,5.00E-06
34094_i_at,0.234553563
34095_f_at,0.213804014
34096_at,0.268545906
34097_at,0.131453242
34098_f_at,0.256160149
34099_f_at,0.193745384
341_at,0.135694135
34100_at,0.074331309
34101_at,-0.003390093
34102_at,0.155626571
34103_at,0.090584774
34104_i_at,0.030334166
34105_f_at,0.115942629
34106_at,-0.187749044
34107_at,-0.085728386
34108_g_at,-0.019781175
34109_at,0.04539375
34110_g_at,-0.168926083
34111_s_at,0.040487332
34112_r_at,0.027905391
34113_at,0.118861987
34114_at,0.102865254
34115_at,-0.011878643
34116_at,0.133572177
34117_at,-0.112361072
34118_at,-0.016998058
34119_at,0.008964027
34120_r_at,0.098533562
34121_at,0.200288456
34122_at,0.103405954
34123_at,0.14471774
34124_at,0.11813158
34125_at,0.078314068
34126_at,0.098732734
34127_at,0.083462243
34128_at,0.084022866
34129_at,0.057232765
34130_at,0.147158339
34131_at,0.111302199
34132_at,0.299472314
34133_at,0.118578213
34134_at,0.092059499
34135_at,0.285988343
34136_s_at,0.253149172
34137_at,-0.071085846
34138_at,0.101007105
34139_at,0.112068377
34140_at,0.062055479
34141_at,0.232869342
34142_at,0.154056176
34143_at,0.037210346
34144_at,-0.101035427
34145_at,0.164148891
34146_at,0.00629453
34147_g_at,0.008753135
34148_at,0.047960956
34149_at,0.023567882
34150_at,0.181367121
34151_at,0.21683047
34152_at,0.08639957
34153_at,-0.038144722
34154_at,-0.049578658
34155_s_at,-0.853603707
34156_i_at,0.409849704
34157_f_at,0.393357252
34158_s_at,-0.038121047
34159_at,0.023560543
34160_at,-0.418739027
34161_at,0.075228728
34162_at,-0.718063023
34163_g_at,-1.126457455
34164_at,0.198100245
34165_at,0.141261154
34166_at,-0.024679585
34167_s_at,0.055727008
34168_at,-0.081921644
34169_s_at,0.078056356
34170_s_at,0.119029302
34171_at,-0.401074719
34172_s_at,-0.060472598
34173_s_at,0.042033782
34174_s_at,-0.073540734
34175_r_at,0.424146435
34176_at,0.362169982
34177_at,-0.031247076
34178_at,0.254011757
34179_at,-0.059441853
34180_at,-0.4618182
34181_at,-0.13437603
34182_at,0.00611034
34183_at,-0.04317919
34184_at,0.152711294
34185_at,-0.140447859
34186_at,0.046907488
34187_at,-0.091538799
34188_at,-0.245000167
34189_at,0.047423942
34190_at,0.72798495
34191_at,0.325683209
34192_at,-0.206243843
34193_at,0.151510605
34194_at,0.168986643
34195_at,0.206030432
34196_at,0.288104161
34197_at,-0.024407737
34198_at,-0.646875971
34199_at,-0.066489694
342_at,-0.93457063
34200_at,0.114582575
34201_at,0.035229519
34202_at,-0.491007759
34203_at,0.086164458
34204_at,0.096458326
34205_at,0.010482838
34206_at,-0.011922648
34207_at,0.010203666
34208_at,0.207726479
34209_at,0.089946802
34210_at,1.002135136
34211_at,0.117911633
34212_at,0.055842585
34213_at,-0.45089666
34214_at,0.074098836
34215_at,-0.160334827
34216_at,-0.126983985
34217_at,-0.13987833
34218_at,0.105169392
34219_at,0.22257599
34220_at,-0.058704466
34221_at,-0.017325021
34222_at,0.181049998
34223_at,0.020515435
34224_at,0.426453873
34225_at,0.083733275
34226_at,-0.229234064
34227_i_at,-0.013695616
34228_r_at,0.044425906
34229_s_at,0.151281515
34230_r_at,0.059102394
34231_at,-0.06420115
34232_at,-0.01318278
34233_i_at,0.423813847
34234_f_at,0.878793199
34235_at,0.197893159
34236_at,0.08897861
34237_at,0.013491364
34238_at,-0.361873251
34239_at,-0.319153551
34240_s_at,-0.008782464
34241_at,0.052806991
34242_at,0.099023281
34243_i_at,-0.03151711
34244_r_at,0.071952953
34245_at,0.101152449
34246_at,-0.348124214
34247_at,0.079413984
34248_at,0.19133598
34249_at,-0.031406256
34250_at,0.056360669
34251_at,0.111101432
34252_at,0.226811919
34253_at,0.149773191
34254_at,-0.040036238
34255_at,0.118202637
34256_at,-0.007420142
34257_at,-0.043952373
34258_at,0.230213351
34259_at,0.18760044
34260_at,0.120089858
34261_at,0.405542656
34262_at,-0.16834949
34263_s_at,-0.386622156
34264_at,0.045933335
34265_at,-0.517492703
34266_at,0.287468707
34267_r_at,0.595006425
34268_at,-0.112111171
34269_at,0.1130449
34270_at,0.183972623
34271_at,0.082827108
34272_at,-0.059733704
34273_at,0.074982056
34274_at,0.356361581
34275_s_at,0.088506209
34276_at,-0.495152611
34277_at,0.071607558
34278_at,0.048194805
34279_at,-0.195635969
34280_at,0.433754096
34281_at,-0.208889068
34282_at,-0.201044299
34283_at,-0.503407907
34284_at,0.098309024
34285_at,0.419128303
34286_at,0.177790488
34287_at,-0.107585043
34288_at,-0.142402626
34289_f_at,0.158344447
34290_f_at,0.204230429
34291_at,0.430344237
34292_at,-0.040231845
34293_at,-0.017747178
34294_at,0.149341186
34295_at,0.346824712
34296_at,-0.475422681
34297_at,-0.414320876
34298_at,-0.019648922
34299_at,-0.237546177
343_s_at,-0.361720895
34300_at,-0.120445306
34301_r_at,-0.266812432
34302_at,0.25882421
34303_at,-0.118169585
34304_s_at,-0.217234894
34305_at,0.185433358
34306_at,0.248784794
34307_at,-0.070706621
34308_at,0.965657282
34309_at,0.101530362
34310_at,0.313222882
34311_at,-0.817568778
34312_at,-0.96758834
34313_at,0.047454889
34314_at,0.373053959
34315_at,0.437525011
34316_at,0.277990392
34317_g_at,0.1681496
34318_at,-0.506823315
34319_at,-0.203803682
34320_at,-0.011436433
34321_i_at,-0.197625334
34322_r_at,-0.033001505
34323_at,0.451485001
34324_at,-0.224771104
34325_at,0.647109521
34326_at,0.069060157
34327_at,0.163267581
34328_s_at,0.058279526
34329_at,-0.063592576
34330_at,0.20399503
34331_at,0.088474209
34332_at,0.053959601
34333_at,-0.080610297
34334_at,-0.153419674
34335_at,-0.602846845
34336_at,0.252655607
34337_s_at,0.418071065
34338_at,-0.261526504
34339_at,-0.305970727
34340_at,-0.024389262
34341_at,0.075734123
34342_s_at,-2.43931695
34343_at,1.474739307
34344_at,0.030840636
34345_at,-0.05522609
34346_at,0.057788193
34347_at,-0.130928811
34348_at,-0.674162033
34349_at,0.108950061
34350_at,-0.135819673
34351_at,-0.00432808
34352_at,0.059447397
34353_at,0.164533094
34354_at,0.12647539
34355_at,-0.043853218
34356_at,-0.348585103
34357_g_at,-0.018920621
34358_at,0.578606435
34359_at,0.92592238
34360_s_at,0.441055
34361_at,-0.091946001
34362_at,-0.008809313
34363_at,-1.564408031
34364_at,0.314592658
34365_at,-0.175164287
34366_g_at,0.416828601
34367_at,-0.231781961
34368_at,0.19627348
34369_at,0.511847867
34370_at,-0.167455405
34371_at,0.238852718
34372_at,-0.153960296
34373_at,-0.233736582
34374_g_at,-0.265356315
34375_at,-0.109897004
34376_at,-0.800696875
34377_at,-0.087001709
34378_at,-0.187497753
34379_at,0.160939083
34380_at,0.34900639
34381_at,0.325356262
34382_at,-0.009936608
34383_at,0.039961773
34384_at,-0.21741702
34385_at,0.182489806
34386_at,0.224761622
34387_at,-0.183485642
34388_at,-0.177079504
34389_at,-0.010367751
34390_at,-0.722977766
34391_at,0.138710832
34392_s_at,-0.17413028
34393_r_at,0.033996857
34394_at,-0.242860681
34395_at,0.170952767
34396_at,-0.241180707
34397_at,-0.126317123
34398_at,0.057795966
34399_at,-0.009825324
344_s_at,-0.136926977
34400_at,0.410808222
34401_at,0.396325992
34402_at,-0.098077056
34403_at,0.195289445
34404_at,-0.65753701
34405_at,-0.212510913
34406_at,-0.252912735
34407_at,-0.362260346
34408_at,0.279749474
34409_at,-0.218303223
34410_at,0.160113313
34411_at,-0.117803982
34412_s_at,1.394344189
34413_at,-0.137956323
34414_at,-0.048778963
34415_at,0.151825013
34416_at,0.11672729
34417_at,-0.966457767
34418_at,0.186513627
34419_at,-0.001971856
34420_at,0.030005684
34421_g_at,0.187950439
34422_r_at,0.157153185
34423_at,-0.031269101
34424_at,0.036417145
34425_at,0.048563035
34426_at,0.040030165
34427_g_at,0.117990187
34428_at,0.16662893
34429_at,0.062271075
34430_at,0.075572639
34431_at,0.100576481
34432_at,0.34526283
34433_at,0.146378381
34434_at,0.076412506
34435_at,0.072687803
34436_at,0.35205034
34437_at,0.249152813
34438_at,0.023219214
34439_at,0.092006314
34440_at,0.02902847
34441_at,0.170166135
34442_at,0.136117043
34443_at,0.109341595
34444_at,0.065946972
34445_at,-0.044401213
34446_at,0.448955197
34447_at,0.029787025
34448_s_at,-0.015610637
34449_at,0.001973553
34450_at,0.338367557
34451_at,-0.053612347
34452_at,-0.039743645
34453_at,0.153489515
34454_r_at,0.073580698
34455_at,-0.082589844
34456_s_at,0.076661887
34457_at,0.025214691
34458_at,-0.082168782
34459_at,0.151316856
34460_at,-0.058270748
34461_at,0.136475258
34462_at,0.01748842
34463_at,0.02027499
34464_at,0.091745534
34465_at,0.063954035
34466_at,0.191952377
34467_g_at,0.113829704
34468_at,0.035841183
34469_at,0.107650328
34470_at,0.129593737
34471_at,0.033160137
34472_at,-1.301157729
34473_at,-0.012734662
34474_at,0.089790531
34475_at,0.049381588
34476_r_at,0.017330512
34477_at,-0.001951019
34478_at,-0.22042258
34479_at,0.049285797
34480_at,0.021091003
34481_at,-0.070138498
34482_at,0.14423414
34483_at,0.330116676
34484_at,-0.04964792
34485_r_at,-0.08971169
34486_at,0.246736432
34487_at,0.033676542
34488_i_at,0.132172797
34489_f_at,0.038257603
34490_f_at,-0.146029893
34491_at,-0.076873573
34492_at,-0.020316706
34493_at,-0.009912371
34494_at,0.119938374
34495_r_at,-0.001768191
34496_at,0.143598421
34497_at,0.136189347
34498_at,0.241976197
34499_at,0.238946032
345_at,0.142302115
34500_at,0.184316452
34501_at,0.058074402
34502_g_at,0.026159719
34503_at,0.093817662
34504_at,0.318255608
34505_at,0.107509276
34506_at,-0.072470587
34507_s_at,0.051770445
34508_r_at,-0.006549465
34509_at,0.10218219
34510_at,0.179129882
34511_s_at,0.329452004
34512_at,-0.011298712
34513_at,0.109717708
34514_at,0.197949766
34515_g_at,0.256054274
34516_at,0.191711706
34517_at,-0.070099817
34518_at,0.269345215
34519_at,0.068501002
34520_at,-0.528988139
34521_at,0.014936792
34522_at,0.211093328
34523_at,0.35156845
34524_at,-0.032325516
34525_at,0.04695637
34526_s_at,-0.033541827
34527_r_at,0.042069094
34528_at,0.168065951
34529_at,0.05729299
34530_at,0.14887344
34531_at,0.233410447
34532_at,0.229608573
34533_at,-0.100387965
34534_at,0.047582415
34535_at,0.265570121
34536_g_at,0.156076039
34537_at,0.059345474
34538_at,0.102944583
34539_at,0.185937922
34540_at,0.104712415
34541_at,-0.0105661
34542_at,0.109206367
34543_at,0.111821691
34544_at,0.002292456
34545_at,-0.016708324
34546_at,0.046614838
34547_at,0.032011725
34548_at,0.189705794
34549_g_at,-0.008168445
34550_at,0.026219319
34551_at,0.315832475
34552_at,0.10420796
34553_at,0.107220974
34554_at,0.055201343
34555_at,0.107235746
34556_at,0.157056667
34557_at,-0.042112754
34558_at,0.054983986
34559_at,0.165134842
34560_at,0.002832978
34561_at,0.280573148
34562_at,-0.093179709
34563_at,0.186398115
34564_at,0.021279811
34565_at,-0.053421801
34566_at,0.086895067
34567_at,0.0974993
34568_at,0.07746509
34569_at,0.102026098
34570_at,0.203785867
34571_at,-0.020037331
34572_at,0.211620117
34573_at,0.024058365
34574_at,-0.073149924
34575_f_at,0.489066466
34576_at,0.13118508
34577_at,0.506089427
34578_at,0.138810944
34579_r_at,0.234950046
34580_at,0.078026659
34581_s_at,-0.001947607
34582_at,0.16070474
34583_at,-0.093560211
34584_at,0.015209262
34585_at,0.10851111
34586_s_at,-0.003743215
34587_at,-0.11558221
34588_i_at,0.124028016
34589_f_at,0.104153767
34590_at,-0.083200083
34591_at,-0.125945156
34592_at,0.161578253
34593_g_at,0.096020102
34594_at,0.30083356
34595_at,0.08261362
34596_at,0.137261024
34597_at,0.042125364
34598_at,0.008127865
34599_at,0.033568811
346_s_at,-0.000522473
34600_s_at,0.101597225
34601_at,0.011893996
34602_at,-0.04745971
34603_at,0.060246622
34604_at,0.253422887
34605_at,0.003684913
34606_s_at,0.089080615
34607_at,0.262126166
34608_at,0.109941538
34609_g_at,0.204745352
34610_at,0.070167727
34611_at,0.293554032
34612_at,0.216617077
34613_at,0.203461018
34614_at,-0.034788269
34615_at,0.288470802
34616_at,0.188944386
34617_at,0.094856265
34618_at,0.127848607
34619_at,0.299626033
34620_at,0.167089282
34621_at,0.240207222
34622_at,0.287101241
34623_at,0.099180177
34624_at,0.057464317
34625_at,0.041517291
34626_at,0.025336312
34627_at,0.073593163
34628_at,0.130663007
34629_at,0.213433618
34630_s_at,0.146221877
34631_at,-0.134852403
34632_r_at,0.116777893
34633_s_at,-0.04136294
34634_s_at,0.167147855
34635_at,0.136782075
34636_at,0.029919668
34637_f_at,0.069950451
34638_r_at,0.187137772
34639_at,0.065105349
34640_at,0.327770284
34641_at,0.236131811
34642_at,-0.448539596
34643_at,-0.056283063
34644_at,-0.105796109
34645_at,0.035312225
34646_at,0.233868897
34647_at,-0.088661046
34648_at,-0.171577558
34649_at,-0.05671181
34650_at,-0.137439557
34651_at,0.296478283
34652_at,0.127358055
34653_at,0.348295254
34654_at,0.131202241
34655_at,-0.069606301
34656_at,-0.045362066
34657_at,-0.089976569
34658_at,0.040845618
34659_at,0.351823416
34660_at,-0.363213626
34661_at,-0.037268908
34662_at,0.009302884
34663_at,0.102113511
34664_at,0.241377465
34665_g_at,0.44616028
34666_at,0.076644683
34667_at,0.172161049
34668_at,0.090828289
34669_at,-0.300545262
34670_at,-0.14197277
34671_at,0.403582503
34672_at,-0.255867046
34673_r_at,-0.008940791
34674_at,-0.172965176
34675_at,0.092431428
34676_at,0.164056921
34677_f_at,-0.364275563
34678_at,-1.52082863
34679_at,0.016660313
34680_s_at,-0.135640746
34681_at,0.18057348
34682_at,0.137793103
34683_at,-0.095307341
34684_at,-0.3823668
34685_at,0.02736013
34686_at,0.124096739
34687_at,-0.040880136
34688_at,-0.944487796
34689_at,-0.11266209
34690_at,0.032214061
34691_f_at,-0.125770758
34692_r_at,-0.023346134
34693_at,-0.672488674
34694_at,-0.185694653
34695_at,-0.01871706
34696_at,-0.006989731
34697_at,0.117092187
34698_at,0.018734717
34699_at,0.19238717
347_s_at,0.107626968
34700_at,0.127111591
34701_at,0.018379042
34702_f_at,-0.160415503
34703_f_at,-0.525055449
34704_r_at,-0.114361701
34705_at,0.279970172
